AuthorName,aPublication,coAuthor,yearsInField,venueImpact,h-Index,i10-Index,aRefs,TotalCitation,CitationsPerYear
Wan-Chun Chen,0,3,1,0,0,0,0,0,0
Wan-Ping Lee,1.5,5,2,43,3,3,30.5,110,55
Wan-Ting Su,1,19,1,17,1,0,16,4,4
Wan-Yu Lee,0,3,1,0,0,0,3,0,0
Wanda Gay,1,2,2,25,1,0,0,2,1
Wander O. Ces\xc3\xa1rio,2.75,11.75,8,55.875,13,16,14,636,79.5
Wang Baohua,1,4,8,17.5,1,1,1.5,19,2.375
Wang Chia-Chi Pong,1,1,1,32,1,1,7,13,13
Wang Daming,1,3,1,38,0,0,0,0,0
Wang Huan,0,5,1,0,0,0,0,0,0
Wang Jiang Chau,1.4,10,13,20,3,1,1.8,23,1.769230769
Wang Tek Kee,1,2.5,2,20,1,0,0,1,0.5
Wang Yi,4.7,18.85,21,99.3,35,60,12.55,5849,278.5238095
Wang Yu,2.8,10.4,24,24,3,0,0.4,16,0.666666667
Wang Yuan,1,6,23,11.66666667,0,0,0.666666667,0,0
Wang Zhi-Jia,0,2,1,0,0,0,0,0,0
Wang Zuo,0,8,1,0,0,0,0,0,0
Wanghong Yuan,1.857142857,5.142857143,9,42.85714286,10,10,13,669,74.33333333
Wangning Long,2.333333333,5.333333333,6,40.66666667,5,3,10,87,14.5
Wangqi Qiu,3.75,14.25,4,64.75,8,7,5.25,283,70.75
Wangyang Zhang,1,43,1,34,1,1,29,15,15
Wangyuan Zhang,3,13.5,2,79,4,2,27,37,18.5
Wanja Hofer,0,38,1,0,0,0,9,0,0
Wankang Zhao,1.6,9.8,5,23.8,7,7,16,228,45.6
Wanli Jiang,2,2.5,6,42.33333333,9,8,2.833333333,324,54
Wanlin Cao,1,1.5,6,26,2,1,5.5,13,2.166666667
Wanming Chu,2.454545455,8.818181818,14,36.54545455,8,7,3.272727273,248,17.71428571
Wanping Zhang,2,29.66666667,3,42.66666667,4,1,7,35,11.66666667
Wanping Zheng,1.666666667,8.666666667,5,20,2,0,0,6,1.2
Wanqian Liu,1,3,4,36.5,2,2,4,151,37.75
Wansheng Jin,1.333333333,2.666666667,4,77.33333333,2,0,0.666666667,13,3.25
Waqaas Munawar,0,12,1,0,0,0,0,0,0
Ward Vercruysse,1,5,1,32,0,0,0,0,0
Warin Sootkaneung,1,6,1,12,1,1,0,10,10
Warren A. Hunt Jr.,2.266666667,3.733333333,22,43.2,12,12,5.266666667,395,17.95454545
Warren E. Cory,1,0,1,32,1,0,0,8,8
Warren East,1,6,1,32,0,0,0,0,0
Warren G. Julain,1,2,1,32,1,0,0,1,1
Warren Grobman,1.5,6,3,39,1,1,8,10,3.333333333
Warren J. Gross,3.5,25.33333333,6,89.83333333,11,12,3.5,531,88.5
Warren Jin,0,6,1,0,0,0,0,0,0
Warren M. Washington,1,0,1,37,0,0,0,0,0
Warren Savage,1.5,2.5,2,31,1,1,0,56,28
Warren Smith,2.307692308,10.46153846,25,45.46153846,15,20,6.461538462,3354,134.16
Warren Stapleton,0,1,1,0,0,0,0,0,0
Warren Wiemann,1,0,1,32,0,0,0,0,0
Warren Wong,1,12,1,50,1,1,0,12,12
Warwick S. Ford,1,0.666666667,3,35.33333333,3,0,1.333333333,13,4.333333333
Waseem Ahmed,1,3,2,34,2,0,27,8,4
Wasim Hussain,0,2,1,0,0,0,0,0,0
Wassim Youssef,1.6,8.2,6,37,6,6,5.8,139,23.16666667
Wataru Kuroki,2,2.666666667,3,40.33333333,2,0,0,15,5
Wataru Ohfuchi,1,9.5,5,25,1,0,2,2,0.4
Wayne A. Ray,1.666666667,1,5,22.33333333,1,0,0,1,0.2
Wayne A. Wong,1,4,5,33,2,2,7.5,206,41.2
Wayne Allen,1,2,16,24.66666667,3,3,0.666666667,60,3.75
Wayne B. Bradford,1,3,3,21.5,1,0,1,1,0.333333333
Wayne Bower,1,2,2,30,2,0,1,10,5
Wayne Burleson,3.357142857,11.35714286,18,69.35714286,17,22,11.78571429,1090,60.55555556
Wayne Chen,1,2.5,5,22.5,1,1,0,29,5.8
Wayne Dai,2,7,1,50,1,0,8,8,8
Wayne E. Carlson,1,2.4,19,73.2,4,4,1.2,634,33.36842105
Wayne E. Omohundro,1,1,1,50,1,0,0,1,1
Wayne Felts,1,2,2,46.5,1,1,0,134,67
Wayne G. Nation,1.5,6.125,14,44.5,6,2,3,85,6.071428571
Wayne Goddard,3.944444444,11.55555556,19,72.66666667,19,33,1.611111111,975,51.31578947
Wayne H. Ohlrich,1,3,1,50,1,1,10,93,93
Wayne K. Yamamoto,1,2,1,42,1,1,3,40,40
Wayne Karpoff,1,0,5,37.5,0,0,0,0,0
Wayne Kelly,1.75,2.875,15,28.5,5,5,4.25,256,17.06666667
Wayne L. Warren,1,3,1,32,1,0,0,3,3
Wayne Luk,14.23529412,57.52941176,19,274,37,119,25.23529412,4595,241.8421053
Wayne Lyons,1,0,3,80,1,0,0,5,1.666666667
Wayne M. Loucks,1.083333333,1.75,25,26.41666667,5,5,1.25,147,5.88
Wayne P. Burleson,2.076923077,6.615384615,18,51.53846154,14,19,6.076923077,1591,88.38888889
Wayne Pfeiffer,1.166666667,4.166666667,19,39.66666667,3,2,0,49,2.578947368
Wayne Schachtel,1,1,1,32,0,0,0,0,0
Wayne Smith,1.166666667,2.666666667,14,49.83333333,3,1,5.666666667,26,1.857142857
Wayne Wei-Ming Dai,3,5.75,22,75.75,29,39,4.55,2225,101.1363636
Wayne Winder,1,5,1,32,1,0,3,5,5
Wayne Wolf,10.68181818,20.31818182,23,272.8636364,42,120,22.45454545,6946,302
Wayne Yamamoto,1.666666667,4.333333333,16,58.66666667,4,4,4.666666667,106,6.625
Webb Miller,2.133333333,7.433333333,39,86.46666667,31,47,1.6,5710,146.4102564
Wee Siong Ng,3.333333333,17.16666667,7,83.5,9,9,8.666666667,887,126.7142857
Wei C. Yen,1,1.6,10,26,4,2,1.8,517,51.7
Wei Cai,4,27.22222222,10,82.66666667,9,9,3.222222222,426,42.6
Wei Cao,3.125,26.875,8,85.5,6,5,2.125,326,40.75
Wei Chen,17.72222222,147.1111111,27,395.8888889,33,105,42.27777778,5493,203.4444444
Wei Deng,1.4,20.6,9,39.8,2,2,0.6,160,17.77777778
Wei Ding,6.384615385,36.38461538,13,146.0769231,19,31,9.846153846,1409,108.3846154
Wei Dong,6.625,50.5,8,143.875,12,16,32.125,457,57.125
Wei Du,2.666666667,16.33333333,13,44.55555556,8,5,10.44444444,194,14.92307692
Wei Fei,0,8,1,0,0,0,0,0,0
Wei Gao,6.166666667,64.5,12,100.3333333,8,6,30.5,280,23.33333333
Wei Han,4.1,30.6,11,129.7,12,13,4.8,967,87.90909091
Wei Hong II,2,7,1,59,1,1,0,33,33
Wei Hu,18.73333333,109.4,16,422,39,98,35.8,6418,401.125
Wei Huang,11.42857143,64.14285714,16,258.5,30,68,20.42857143,4510,281.875
Wei Huo,1.875,5.375,14,60,5,3,3,100,7.142857143
Wei Hwang,2.727272727,18.36363636,19,50.72727273,7,6,1.363636364,169,8.894736842
Wei Jiang,17.5,109.1666667,16,408.8333333,23,52,41.83333333,1503,93.9375
Wei Jie,2.625,11,8,41.5,7,6,1.875,134,16.75
Wei Jin,2.1,19.6,12,59,10,10,11.3,546,45.5
Wei Kuan Shih,3,10.05,23,69.75,18,24,5.85,2047,89
Wei Kuang Lai,3.083333333,8.833333333,12,81.41666667,7,4,5.416666667,214,17.83333333
Wei Li,47.19047619,276,21,1160.428571,69,331,91.38095238,19940,949.5238095
Wei Lin,10.22222222,55.27777778,19,278.6111111,33,74,13.5,3620,190.5263158
Wei Lin Guay,0,14,1,0,0,0,0,0,0
Wei Liu,19.75,127.3125,20,485.5625,32,96,50.375,4621,231.05
Wei Lou,2.428571429,15.85714286,7,81.71428571,11,11,5.428571429,1317,188.1428571
Wei Lu,6.411764706,37.82352941,21,124.4117647,19,35,13.88235294,1657,78.9047619
Wei Ming Lim,1,1,4,22,1,1,0,14,3.5
Wei Ming Zhang,4.4,19.8,6,74.8,5,3,1.4,85,14.16666667
Wei Ning Cho,1,2,1,12,1,0,0,1,1
Wei Qiang,1.333333333,2.333333333,7,19.33333333,2,0,0,7,1
Wei Qin,2.375,10.125,8,48.125,10,10,7.5,273,34.125
Wei Shi,5.111111111,27.77777778,11,107.8888889,10,11,3.222222222,350,31.81818182
Wei Shu,4.736842105,13.89473684,21,113.6315789,18,34,10.31578947,1371,65.28571429
Wei Siong Tan,1,2,1,50,1,0,12,1,1
Wei Song,12,81.8,5,235.8,13,16,22.2,653,130.6
Wei Su,11.05,51.6,20,241.3,36,72,15.5,4826,241.3
Wei Sun,9.05,38.6,20,189.8,33,55,13.75,3108,155.4
Wei Tang,4,26.27272727,11,98.63636364,14,18,12,2182,198.3636364
Wei Tsang Ooi,3.428571429,23.85714286,9,109.1428571,12,13,27.28571429,370,41.11111111
Wei Wang,36.63157895,234.8947368,22,914.6842105,64,248,102.7368421,19082,867.3636364
Wei Wayne Li,2.545454545,4.545454545,12,66.90909091,10,11,2.818181818,313,26.08333333
Wei Wei,9.416666667,61.33333333,16,201.0833333,21,35,13.41666667,1550,96.875
Wei Wennie Shu,1,14,1,37,0,0,3,0,0
Wei Wu,11.78571429,88.42857143,17,274.7142857,28,56,20.78571429,2875,169.1176471
Wei Xiang,1.428571429,23.71428571,8,28.71428571,3,1,1.571428571,28,3.5
Wei Xiong,3.642857143,29.42857143,18,100.4285714,14,19,4.357142857,791,43.94444444
Wei Xu,8.764705882,52.52941176,24,237,26,54,14.64705882,2960,123.3333333
Wei Yan,6.8,49.4,16,133,16,26,15.9,932,58.25
Wei Yao,1.833333333,15.5,19,53.83333333,4,2,9.666666667,69,3.631578947
Wei Yu,12.36363636,69.90909091,16,441.5454545,36,74,15,6821,426.3125
Wei Zang,1,8.5,3,8,1,0,1.5,2,0.666666667
Wei Zhang,28,183.7857143,19,770.0714286,46,144,65.57142857,8865,466.5789474
Wei Zhao,9.958333333,47.54166667,24,256.7083333,43,131,12.70833333,7768,323.6666667
Wei Zheng,4.285714286,54.85714286,9,72.57142857,10,10,7.714285714,288,32
Wei Zou,3.5,18.25,8,72.375,12,16,9.5,523,65.375
Wei-Chang Tsai,1.166666667,4.333333333,10,19.66666667,4,1,0,70,7
Wei-Che Tseng,3,81,1,35,1,0,18,1,1
Wei-Cheng Chang,1,7,1,32,1,1,0,65,65
Wei-Cheng Hung,1,9,1,25,1,0,0,8,8
Wei-Cheng Lai,3,8.857142857,8,64.42857143,11,11,9.428571429,472,59
Wei-Cheng Tai,1,11,1,32,1,1,0,65,65
Wei-Chieh Yu,1,3,1,32,1,1,5,24,24
Wei-Chien Tang,1,2,1,14,1,0,0,8,8
Wei-Chih Lai,0,18,1,0,0,0,0,0,0
Wei-Chiu Tseng,1,5.5,3,20.5,2,0,1.5,9,3
Wei-Chun Kao,1,6,2,28,2,2,12,157,78.5
Wei-Chun Ku,1,9.5,2,26.5,1,1,2.5,11,5.5
Wei-Chung Cheng,2,6.875,8,40.5,9,9,9.625,467,58.375
Wei-Chung Hsu,2.222222222,9.666666667,23,57.05555556,20,25,17.55555556,1293,56.2173913
Wei-Fang Cheng,2.666666667,12.33333333,3,39.66666667,4,4,2.333333333,110,36.66666667
Wei-Fen Lin,2,7,3,45,3,3,11.5,240,80
Wei-Feng He,2,11,1,36,2,0,0,9,9
Wei-Hao Tung,1,4,1,21,1,0,0,6,6
Wei-Je Huang,2.333333333,5.333333333,5,38,7,7,9,311,62.2
Wei-Jhih Hsieh,0,5,1,0,0,0,0,0,0
Wei-Jie Yang,2,3,1,41,2,1,0,18,18
Wei-Jin Dai,1.166666667,2.666666667,10,28,6,5,1.666666667,207,20.7
Wei-Juo Wang,2,6,1,42,1,0,0,1,1
Wei-Kai Cheng,1,3,5,28.33333333,2,1,8.333333333,22,4.4
Wei-Kang Huang,2.8,6.9,14,63.7,15,16,2,817,58.35714286
Wei-Kang Tsai,2,3,1,58,0,0,0,0,0
Wei-Kuan Shih,1.5,22.5,4,24,1,0,4,4,1
Wei-Li Lee,1,5,1,17,1,0,0,6,6
Wei-Li Liu,1,1,1,37,0,0,0,0,0
Wei-Lun Hung,2.6,11.8,5,75.6,13,13,13.6,579,115.8
Wei-Ming Chen,2,10.6,13,49.4,4,3,4,97,7.461538462
Wei-Ming Lin,2.375,4.25,19,40.5,6,5,4.9375,178,9.368421053
Wei-Ngan Chin,4.176470588,11.47058824,17,71.70588235,19,39,26.23529412,1489,87.58823529
Wei-Nien Chen,1,4,3,23,2,2,1,97,32.33333333
Wei-Shen Wang,2.666666667,5,4,55.66666667,5,5,16.33333333,194,48.5
Wei-Sheng Huang,1,9.5,4,32.5,2,0,2.5,12,3
Wei-Tek Tsai,7.208333333,26.58333333,27,135.75,34,91,5.875,3623,134.1851852
Wei-Ting Wang,2.25,7.5,5,55.25,3,2,0,46,9.2
Wei-Tsun Sun,1,4,1,12,1,0,0,9,9
Wei-Yi Cheng,0,3,1,0,0,0,0,0,0
Wei-Yi Hu,1,25,1,18,0,0,0,0,0
Wei-Yu Chen,2,11.75,9,39,10,10,7.75,607,67.44444444
Wei-keng Liao,3.75,23.75,13,117.5,15,25,6.5,1007,77.46153846
Weichen Liu,1.5,47.5,2,38.5,3,2,9.5,38,19
Weicheng Shen,1.2,1.4,16,26,2,0,0.4,11,0.6875
Weidong Chen,3.7,12.85,22,105.65,20,31,9.6,2375,107.9545455
Weidong Kou,3.454545455,11.18181818,25,73.36363636,9,6,3.818181818,270,10.8
Weidong Shi,3,14.83333333,6,71.16666667,10,10,22.83333333,327,54.5
Weidong Wang,2.625,24,8,46.75,7,4,7.875,123,15.375
Weidong Xiao,2.8,17.6,6,54.2,4,3,1.4,66,11
Weifa Liang,4.25,8.75,16,106.5,17,28,14.5,1046,65.375
Weifeng Lu,1.25,3.75,12,15.25,2,0,0,9,0.75
Weifeng Xu,2.2,12.4,6,53.8,9,9,9.6,236,39.33333333
Weifeng Zhang,2.142857143,8.285714286,9,36.14285714,7,6,5.142857143,162,18
Weiguang Sheng,2,9,1,21,1,0,9,3,3
Weiguo Gao,1.25,7.75,6,34.25,3,2,0.5,58,9.666666667
Weiguo Liu,3,8.888888889,19,66.88888889,10,11,5.333333333,526,27.68421053
Weihang Jiang,2.6,13.2,6,93.8,13,13,23.2,823,137.1666667
Weihaw Chuang,1.6,5.4,8,36,6,5,15,226,28.25
Weihua Jiang,1,4.333333333,4,11.66666667,1,1,2.666666667,12,3
Weihua Sheng,4.777777778,22.33333333,9,160.1111111,11,14,8.666666667,495,55
Weihua Zhang,4.4,24,11,60.8,4,0,10.6,40,3.636363636
Weihuang Wang,4,16,1,116,3,2,1,54,54
Weijen Chen,2.333333333,7.333333333,3,67.33333333,7,7,9,242,80.66666667
Weijia Che,0,11,1,0,0,0,2,0,0
Weijia Jia,12.14285714,44.35714286,14,248.6428571,23,56,22.71428571,2737,195.5
Weijia Li,1.666666667,8.333333333,3,43.66666667,3,1,26.66666667,34,11.33333333
Weijia Shang,1.9375,4.1875,20,45.5625,15,18,8.375,846,42.3
Weijian Zhao,1,3,1,32,1,0,0,3,3
Weijun Xiao,1.5,21.5,8,40.75,3,2,4.75,96,12
Weikai Sun,2,7,1,59,1,1,0,33,33
Weikang Qian,1,41,1,32,1,1,14,28,28
Weike Chen,2,11,1,53,1,0,0,5,5
Weikuan Yu,4.166666667,26.83333333,6,123.8333333,15,17,5,673,112.1666667
Weikun Guo,1.5,3.5,2,48.5,3,3,1,55,27.5
Weile Jia,0,11,1,0,0,0,0,0,0
Weimin Ma,3.833333333,13.33333333,7,50.66666667,4,1,0,39,5.571428571
Weimin Wu,3.142857143,14,7,66.14285714,8,5,4.428571429,142,20.28571429
Weimin Zheng,9.4,45.53333333,18,143.4666667,13,21,17.4,1033,57.38888889
Weina Ge,1.666666667,12.33333333,3,60.66666667,4,3,7.333333333,228,76
Weiping Liao,2.2,5.8,6,56.2,7,7,12,416,69.33333333
Weiping Liu,2,12,6,31.66666667,2,1,0,20,3.333333333
Weiping Shi,4.111111111,11.44444444,19,111.9444444,24,39,8.722222222,1252,65.89473684
Weiqiang Liu,1,20,1,9,1,0,0,4,4
Weiqiang Wang,3.333333333,16.22222222,9,57.44444444,9,9,3.111111111,236,26.22222222
Weirong Jiang,3.5,17.5,4,92.25,9,9,20.5,239,59.75
Weirong Wang,2,4.8,6,27.6,4,2,2.8,87,14.5
Weirong Zhu,3.833333333,13.83333333,6,88.16666667,11,11,8.5,357,59.5
Weisheng Chong,1.666666667,4.333333333,5,34,4,0,0,28,5.6
Weisheng Si,1,5.666666667,5,21.66666667,3,1,4,71,14.2
Weisheng Zhao,1,48,2,13,1,0,4.5,6,3
Weisong Shi,5.166666667,21.83333333,12,105.4166667,17,30,22.25,1392,116
Weiwei Chen,2.333333333,27.66666667,3,26,5,5,5,92,30.66666667
Weiwei Mao,1.875,2.75,11,42.375,8,8,1.5,497,45.18181818
Weiwei Zhang,2.666666667,12.83333333,7,73.83333333,10,10,1.833333333,449,64.14285714
Weiwu Hu,2.916666667,15.91666667,15,56.75,10,11,8.416666667,509,33.93333333
Weixiang Shen,2.666666667,12.66666667,3,45.66666667,4,1,8.666666667,38,12.66666667
Weixin Gai,1,7,5,28.5,1,0,0.5,4,0.8
Weixin Wu,3,14.75,4,87.75,4,3,5.25,96,24
Weixing Ji,3,29.5,2,40.5,4,1,7.5,41,20.5
Weixun Wang,0,20,1,0,0,0,7,0,0
Weiyu Tang,1.2,3.4,11,27,4,3,3.6,221,20.09090909
Weiyu Xu,3.75,38,6,198.5,6,6,6.75,228,38
Weiyun Huang,1.25,4,5,39,4,3,6.25,229,45.8
Weize Xie,2.333333333,13.66666667,3,44.66666667,5,5,6.333333333,147,49
Weizhao Wang,6.333333333,17,6,165.5,19,21,25.33333333,1077,179.5
Weizhe Zhang,2.2,14.4,6,37.8,5,3,4.4,67,11.16666667
Weizhen Mao,1.642857143,4.642857143,16,40.64285714,9,9,8.214285714,343,21.4375
Welf L\xc3\xb6we,3.533333333,9.933333333,15,63.46666667,15,23,6.8,724,48.26666667
Wells Jong,1,3,1,32,1,1,11,46,46
Welson Sun,1.5,2.5,2,32.5,2,2,4,51,25.5
Wen Ching Wu,1.1,5.1,17,16.3,5,2,0.5,69,4.058823529
Wen Dou,2,6,5,39.66666667,2,2,0.666666667,74,14.8
Wen Fan,2,12.33333333,5,41.33333333,4,1,0,32,6.4
Wen Feng,1.166666667,4.166666667,13,39.16666667,6,4,8.5,278,21.38461538
Wen Gao,34.64285714,174.2857143,14,901.1428571,44,184,43.21428571,7616,544
Wen H. Chen,1.666666667,7,18,57.33333333,2,0,0.333333333,9,0.5
Wen Ji,4,18.77777778,11,104.3333333,11,12,11.11111111,662,60.18181818
Wen Ma,2,21,1,53,1,0,0,5,5
Wen Qiang Song,1,4,1,38,1,1,0,17,17
Wen Tang,1.666666667,10,11,29.66666667,5,4,1.222222222,155,14.09090909
Wen Xu,3.888888889,15.22222222,11,129.8888889,14,17,2.222222222,644,58.54545455
Wen-Ben Jone,4.05,13.55,20,88.05,17,31,4.95,958,47.9
Wen-Chang Chao,1,3,1,25,1,0,16,9,9
Wen-Chang Fang,1,2,14,36.33333333,3,2,2.666666667,171,12.21428571
Wen-Chi Guo,0,4,1,0,0,0,0,0,0
Wen-Chi Shiue,1,11,1,32,1,1,5,12,12
Wen-Chih Kan,1.333333333,2,3,25.66666667,1,0,0,4,1.333333333
Wen-Ching Wu,1,9,1,28,1,1,0,15,15
Wen-Chuan Lee,2.4,8.4,9,78.6,6,5,0.2,149,16.55555556
Wen-Chung Cho,1,3,1,12,1,1,0,28,28
Wen-Chung Tsai,0,20,1,0,0,0,0,0,0
Wen-Fang Yen,1,4,1,34,1,1,3,17,17
Wen-Fong Wang,1.571428571,3.571428571,11,29.28571429,4,1,0.714285714,34,3.090909091
Wen-Gang Che,1,3,18,20,0,0,0,0,0
Wen-Hann Wang,1.4,1.2,22,39.4,5,5,2.9,280,12.72727273
Wen-Hao Liu,0,19,1,0,0,0,24,0,0
Wen-Hsin Chen,1,2,8,20,2,0,0,8,1
Wen-Huei Lin,1,4,1,28,1,0,0,5,5
Wen-Hung Sun,1.333333333,5,3,22.66666667,3,1,2,30,10
Wen-Jie Li,1,8.5,5,15.5,1,0,0,1,0.2
Wen-Jing Hsu,3.684210526,10.63157895,19,90.73684211,16,22,12.52631579,838,44.10526316
Wen-Jong Fang,2.166666667,3.5,6,52.5,7,7,8.833333333,172,28.66666667
Wen-Jun Hsu,1,2,2,29.5,1,0,1,9,4.5
Wen-Jyi Hwang,2.769230769,9.923076923,14,64.15384615,8,8,2.615384615,250,17.85714286
Wen-Kai Huang,1,2.666666667,4,26.66666667,2,0,3.333333333,14,3.5
Wen-Kai Tsai,2,16.33333333,3,31.66666667,4,0,0,25,8.333333333
Wen-King Su,1,5,4,23.5,2,1,0.5,2270,567.5
Wen-Kuang Chou,1.75,2.5,8,31,2,1,0,20,2.5
Wen-Kui Chang,2.333333333,4.666666667,6,33.16666667,4,2,2.833333333,46,7.666666667
Wen-Mei W. Hwu,1,6,1,19,1,1,1,24,24
Wen-Pin Tu,0,12,1,0,0,0,0,0,0
Wen-Shu Chen,0,2,1,0,0,0,0,0,0
Wen-Shyen E. Chen,2,4.142857143,18,63.21428571,9,8,0.714285714,238,13.22222222
Wen-Tsan Hsieh,1.333333333,9,3,23,2,0,0.666666667,12,4
Wen-Tsong Shiue,2,1,7,40.28571429,6,6,2,539,77
Wen-Tsuen Chen,4.666666667,9.571428571,22,131.1428571,21,36,2.333333333,1990,90.45454545
Wen-Wei Lin,2.25,10.5,10,57.625,8,8,0,251,25.1
Wen-Wen Hsieh,1,5.5,2,22,2,1,7,14,7
Wen-Yang Lin,3,7.692307692,17,49.38461538,11,12,9.923076923,421,24.76470588
Wen-Yaw Chung,1.571428571,6,7,21.71428571,5,3,0.285714286,76,10.85714286
Wen-Yen Lin,1.166666667,5.166666667,12,30.5,6,1,5.166666667,55,4.583333333
Wen-Yu Fu,2,7,1,42,2,0,0,14,14
Wen-Yu Shih,0,3,1,0,0,0,0,0,0
Wen-Zen Shen,1.833333333,4.25,12,46.58333333,10,10,3.083333333,307,25.58333333
Wen-Zhan Song,4,34.66666667,6,93.16666667,16,17,29.66666667,1016,169.3333333
Wen-jann Yang,1.25,2.5,6,35.25,3,3,0.75,117,19.5
Wen-ke Chen,1,4,1,42,1,1,17,29,29
Wen-mei Hwu,1.5,5,13,26,2,2,2.5,38,2.923076923
Wen-mei W. Hwu,5.695652174,23.08695652,23,178.5652174,49,91,38.56521739,9368,407.3043478
Wenbiao Wu,1,6,1,40,1,1,5,11,11
Wenbin Zhang,1,26.5,2,29.5,2,1,19,35,17.5
Wenbing Zhao,3.75,7.125,8,124.75,11,11,7.625,278,34.75
Wenbo Zhang,2.6,28,5,37,3,0,3,24,4.8
Wenbo Zhao,2.333333333,20.66666667,3,49.66666667,4,2,15,60,20
Wenchao Li,1.5,27,2,33,3,3,16,123,61.5
Wenchao Qu,1,6,1,3,1,0,0,2,2
Wencong Zou,0,5,1,0,0,0,0,0,0
Wendell Anderson,1,4.5,15,49.5,3,2,0.75,42,2.8
Wendell E. Cory,1,0.5,2,32,0,0,0,0,0
Wendemagegnehu T. Beyene,1.75,28.25,11,43.25,3,2,0,64,5.818181818
Wendi Pan,1.25,2.5,7,35,4,4,0,110,15.71428571
Wendi Rabiner Heinzelman,2.777777778,10.88888889,11,100.3333333,17,19,8.222222222,14483,1316.636364
Wendi Wang,1.75,10.75,6,36.5,3,3,0,88,14.66666667
Wenduo Zhou,1,1.5,2,28.5,2,0,11,15,7.5
Wendy Belluomini,1.375,6.25,12,30.625,8,7,2.375,229,19.08333333
Weng-Fai Wong,3.4375,14.0625,19,61.5625,15,21,15.25,826,43.47368421
Wenguang Chen,3.666666667,29.33333333,6,73.33333333,7,5,20.16666667,185,30.83333333
Wenhua Dou,5.8,31.8,5,91,6,2,17.6,118,23.6
Wenhua Wang,2.5,28.5,17,74,3,2,1,173,10.17647059
Wenhui Zhang,2.8,7.533333333,18,50.66666667,9,8,7.8,475,26.38888889
Wenjian Yu,3.125,22.25,11,79.5,7,6,10,176,16
Wenjie Jiang,2.833333333,15.5,7,58.83333333,7,5,6.166666667,287,41
Wenjing Ma,1.5,49,2,38,2,1,24.5,15,7.5
Wenjing Rao,2.333333333,5.5,6,53.66666667,10,10,10.66666667,191,31.83333333
Wenjun Gu,2.75,14.75,4,77.25,8,8,10.5,162,40.5
Wenjun Zhang,7.5,41,10,184.5,15,18,5.9,893,89.3
Wenjun Zhuang,1,1.833333333,12,29.16666667,2,0,1.166666667,13,1.083333333
Wenke Lee,6.583333333,29.16666667,12,172.25,42,68,24.58333333,9945,828.75
Wenliang Du,5.272727273,15.72727273,13,157.1818182,34,47,30.09090909,9057,696.6923077
Wenliang Wu,1,1,1,32,1,0,0,6,6
Wenlong Li,3,20,6,60.83333333,6,3,4.666666667,134,22.33333333
Wenlong Wei,3.333333333,9.666666667,3,80.66666667,4,3,10.33333333,81,27
Wenmin Hu,0,11,1,0,0,0,0,0,0
Wenping Wang,5.285714286,28.35714286,15,122.2142857,22,42,21.42857143,1960,130.6666667
Wenqi Bao,0,3,1,0,0,0,0,0,0
Wenqiang Wang,1,18.5,2,26.5,2,0,4.5,13,6.5
Wenquan Feng,0,26,1,0,0,0,0,0,0
Wenrui Gong,3,8.5,4,59.75,6,5,13.5,126,31.5
Wensong Chu,2.4,3.6,5,93.6,8,8,4.6,291,58.2
Wentai Liu,2.238095238,8.857142857,28,64.52380952,15,21,1,711,25.39285714
Wentao Sui,1,5,1,7,0,0,4,0,0
Wenting Hou,1.5,7.75,7,38.75,5,3,6.75,90,12.85714286
Wentong Cai,8.125,37.875,16,142,24,56,28.875,2036,127.25
Wenwen Chai,0,4,1,0,0,0,3,0,0
Wenxuan Guo,1.25,4.25,4,32,2,1,2.25,22,5.5
Wenxue Gao,0,5,1,0,0,0,0,0,0
Wenyi Feng,1.75,4.375,11,32.875,5,3,1.75,70,6.363636364
Wenyin Fu,2.5,6.5,7,55.5,7,6,2.75,242,34.57142857
Wenyong Deng,1.333333333,1.333333333,7,34.66666667,4,4,8,298,42.57142857
Wenyu Qu,6.6,41,5,100.4,6,3,19.4,140,28
Wenyu Wang,1.5,6,2,26.5,1,1,3.5,24,12
Wenzhe Luo,1,3,2,23,2,1,0,22,11
Wenzhong Zhu,0,24,1,0,0,0,0,0,0
Werner A\xc3\x9fmann,1.5,0.5,5,18,0,0,0,0,0
Werner Beyerle,1,1,1,50,1,0,0,1,1
Werner Buchholz,1.333333333,0.833333333,38,24.91666667,6,6,1.083333333,328,8.631578947
Werner Damm,2.740740741,8.666666667,32,51.33333333,20,41,3.518518519,2848,89
Werner Dietl,2,8.75,5,33.5,7,5,4.25,356,71.2
Werner Dirlewanger,1.090909091,0.363636364,25,6.090909091,0,0,0,0,0
Werner E. Kluge,1.588235294,1.235294118,33,38.76470588,7,3,0.764705882,117,3.545454545
Werner Eisenberg,1,1,1,5,0,0,0,0,0
Werner Erhard,2.571428571,5.714285714,12,23.57142857,3,0,0,21,1.75
Werner Geurts,1.666666667,5,11,33.66666667,7,7,2.833333333,360,32.72727273
Werner Grass,1.416666667,2.083333333,31,28.75,5,4,0.416666667,70,2.258064516
Werner Haas,1.714285714,11.42857143,16,21,6,4,0,68,4.25
Werner Hinn,1,6,1,34,1,0,0,2,2
Werner Hoffmann,1,0.666666667,15,7.333333333,0,0,0,0,0
Werner John,1.4,4.6,17,19.3,4,2,0,50,2.941176471
Werner Kremer,1.666666667,4.333333333,5,26.33333333,0,0,0,0,0
Werner L. Schiele,1.166666667,2,11,33.33333333,4,3,0.833333333,151,13.72727273
